Title	Abstract	Keywords	Coordinator	Participants	URL	Interesting
ulTRafast hOlograPHic FTIR microscopY (TROPHY)	Many human pathologies such as cancer are due to complex biochemical alterations that start at a sub-cellular level and lead to progressive changes that result in a heterogeneous tumor composition. The polyclonality of tumor cells hampers the diagnosis and the therapy giving rise to tumor clones that lead to therapy resistance and promote metastases. An accurate diagnosis of tumor biopsies to identify these particular cell clones is crucial to provide targeted therapy tailored to the tumor characteristics, to improve the patient outcomes and increase survival rates. For this vision to come true, we introduce ulTRafast hOlograPHic FT-IR microscopY (TROPHY) as a paradigm shift in vibrational microscopy, blending elements of photo-thermal infrared (PT-IR), Fourier transform (FT)-IR, and Digital Holography Microscopy (DHM). TROPHY brings these techniques to the unprecedented ultrafast timescale, where the refractive index change induced by coherent IR vibrations is probed at its peak value before thermal relaxation. TROPHY borrows from PT-IR the combination of IR vibrational excitation with visible probing for high spatial resolution, from FT-IR the use of time-domain interferometry to obtain a high spectral resolution from broadband excitation, from DHM highly sensitive and quantitative detection of the refractive index (phase) change. Combined with artificial intelligence algorithms, this technology will enable quantitative concentration imaging of molecular biomarkers with high spatial resolution, high chemical selectivity and high speed, with a transformative impact on medical research and clinics. In oncology, it will be applied to intraoperative diagnosis of tumor biopsies, providing tumor grading, staging and subtyping, and supporting complete tumor resection. It will also allow to determine the best therapeutic approach tailored to the patient and identify resistant tumor clones under targeted therapy, paving the way for precision medicine in cancer.	Immune-oncology; Microscopy; Oncosurgery; Nonlinear optics; Ultrafast spectroscopy; Digital holography; Vibrational spectroscopy	POLITECNICO DI MILANO	FUNDACIO INSTITUT DE CIENCIES FOTONIQUES, CONSIGLIO NAZIONALE DELLE RICERCHE, UNIVERSITATSKLINIKUM JENA	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101047137/program/43108390/details	
Phase-sensitive Alteration of Light colorAtioN in quadri-parTIte gaRnet cavIty (PALANTIRI)	The elder wand of telecom wizards would coherently change the color of light. But while the laws of physics do allow mutating the photon chroma, all attempts to date have been very inefficient for large frequency mismatches. PALANTIRI will initiate a technological breakthrough by providing a viable development path for integrating the coherent and efficient interconversion of information between microwaves and light on a chip. We propose a radically new approach building on quadripartite (microwave photon-magnon-phonon-optical photon) hybridization process. The idea is to exploit opto-mechanical effects while inserting a magnetic element that maintains high cooperativity both with a mechanical mode through magneto-acoustic coupling and with the microwave antenna through inductive coupling, while exploiting magnetic texture to achieve perfect matching of the microwave precession profile with the optical mode. This opportunity has recently emerged from progress in material science, which allows the fabrication of freestanding micron-size slabs of ultra-high quality magnetic insulator yttrium iron garnet. The suspension greatly suppresses any leakage of phononic or photonic oscillating energy through the substrate. PALANTIRI’s scientific objectives are to deliver within 42 months a proof of principle on-chip analog coherent frequency converter with efficiency of the order of unity (TRL2). The delivered phase-sensitive device will provide the breakthroughs needed to achieve a radical expansion of the connectivity capacity of a backhaul network for enabling high-speed internet access for everyone from any location. It will also provide the elementary brick to build the quantum-ready internet infrastructure of the future. To achieve these goals, our consortium consists of six academic partners (CEA, MLU, CNRS, TUD, ICN2, MPG) from four EU countries (FR, DE, NL, ES) and one industrial partner (TSST). The global budget of the proposal is 3,3M€.	insulatronic, spin mechanics, cavitronic	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	MARTIN-LUTHER-UNIVERSITAT HALLE-WITTENBERG, CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS, TECHNISCHE UNIVERSITEIT DELFT, FUNDACIO INSTITUT CATALA DE NANOCIENCIA I NANOTECNOLOGIA, MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV, TWENTE SOLID STATE TECHNOLOGY BV	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046630/program/43108390/details	
Breaking the penetration limit of microscopy – Photoswitching Optoacoustics (SWOPT)	SWOPT is a novel imaging technology that will break through the penetration limits of optical microscopy to visualize individual cells and their function in vivo through several millimeters to centimeters of depth. SWOPT will exploit (1) optoacoustic imaging (OAI), a modality which combines signal generation similar to optical imaging with the whole-animal imaging capability of ultrasound readout, and uniquely augment it with (2) photoswitching to resolve signals from single labeled cells from deep within live tissue. This will achieve volume sampling abilities surpassing any optical microscopy by at least three orders of magnitude (> 5 x 5 x 5 mm imaging volume). SWOPT will develop the necessary breakthrough instrumentation and concepts: unique multiplexed diode illumination, novel ultra-wideband transducer technology, dedicated inversion algorithms that incorporate photoswitching in the three-dimensional reconstructions, and uniquely tailored classes of photo-switching transgene and synthetic molecular tools. The exceptional capabilities of SWOPT will be demonstrated by proof-of-concept work resolving cellular dynamics and functions in a whole tumor in a model of renal cancer in vivo. SWOPT builds on the world-leading expertise in the disciplines of OA imaging technology (Ntziachristos GER), applied mathematics (Unser CH), and cancer metabolism (Frezza UK) and is driven by excellent young researchers in protein-engineering (Stiel GER) and chemical synthesis (Szymanski NL) and supported by the science-to-technology focus of ambitious high-tech SMEs (Sonaxis FRA, iThera GER). SWOPT’s uniquely comprehensive, yet detailed imaging will enable examination of whole tissues in vivo with the same ease, flexibility and, eventually, abundance of tools paralleling fluorescence microscopy, thus bringing research and understanding of living organisms to the next level. As an affordable imaging technology, SWOPT aspires to become routine in life science and bio-medical research.	Optoacoustics / Photoacoustics; Multiplexed Laser Diodes; Transducer; Protein Engineering; Chemical Engineering; Tumor imaging; Image processing;	HELMHOLTZ ZENTRUM MUENCHEN DEUTSCHES FORSCHUNGSZENTRUM FUER GESUNDHEIT UND UMWELT GMBH	SONAXIS, ACADEMISCH ZIEKENHUIS GRONINGEN, KLINIKUM DER UNIVERSITAET ZU KOELN, ITHERA MEDICAL GMBH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046667/program/43108390/details	
ECL-based Infectious Pathogen (bio)SEnsor (ECLIPSE)	"Infectious diseases are a threat to mankind since their appearance in human history. Despite the advances in science and technologies, such threats are still recurrent, as recently shown by the COVID-19 pandemic in 2020 – 2021, which has revealed the urgent need for novel tools for pathogen detection that would be at the same time reliable, fast, cheap, portable and simple. The goal of ECLIPSE is to address this need, with a new platform exploiting innovative ultrasensitive protocols for the detection of pathogens. ECLIPSE builds on the combination of interdisciplinary elements to facilitate the transfer to industry, i.e., (i) ElectroChemiLuminescence (ECL) as a very sensitive transduction mechanism for realizing simple, portable and cheap devices, (ii) bio-, nano-, and supramolecular-based signal amplification structures for increasing the sensitivity, and (iii) two recognition strategies to afford high affinity and selectivity, thus leading to high reliability: the Phage-Sandwich technology for the whole pathogen, and the Surface Cooperative Hybridization technology for microbial and viral nucleic acid. We will demonstrate the feasibility and adaptability of the ECLIPSE platform with three test cases: a virus (SARS-CoV-2), a bacterium (Pseudomonas aeruginosa) and a protozoan parasite (Leishmania infantum). The platform is designed to be applied to many other infectious agents, making it a ""ready for the next pandemic” technology. ECLIPSE is expected to become a game-changer in European countries, where it could be a cornerstone for fast testing and reliable tracking of infections, and in developing countries that will benefit from a cheap and simple approach to detect the many infectious diseases that affect millions of people every year. The project results will be validated and demonstrated at partners’ premisses."	Luminescence, Electrochemiluminescence, nanoparticles, supramolecular polymers, diagnostics, detection of pathogens, infectious diseases, COVID, virus, bacterium, parasite	ALMA MATER STUDIORUM	META, ISTITUTO DI RICERCHE FARMACOLOGICHE MARIO NEGRI, KARLSRUHER INSTITUT FUER TECHNOLOGIE, UNIVERSITA DEGLI STUDI DI MESSINA, PERSONAL GENOMICS SRL	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046787/program/43108390/details	
Energy Storage in Molecules (ESiM)	ESiM wESiM will create the scientific basis for a radically new technology addressing the pressing challenges of scalable clean energy storage. The ESiM strategy is to use the conformational degrees of freedom of organic molecules, and to create dense molecular arrays of scalable dimensions on a surface to avoid the limits of battery technology based on ions flow and on environmentally harmful substances. ESiM will provide the proof of principle that storing energy in molecules is feasible, constructing laboratory devices and validating the scientific and technological basis for novel energy storage devices. ESiM will produce scientific and technological achievements well beyond the fields of the individual partners, involving chemistry, physics, and simulation tools. The added value of our interdisciplinary approach will enable the development of methods and materials for an efficient storage of energy in specific degrees of freedom of organic molecules on a supporting surface, ultimately leading to an environmentally friendly, recyclable way of producing, storing, and using energy. Molecules will be designed and synthesized to first capture a possible deviation from the micro-reversibility principle and demonstrate energy pumping and storing in a few specific intramolecular mechanical degrees of freedom. Then, 2D molecular layers will be developed to efficiently store this energy using electric fields and inelastic electrons as a second energy source. As a proof of principle, ESiM will produce a device based on a bimetallic cantilever to store and release energy from the active molecules. ESiM will maintain close contact with industry via regular meetings (ESiM-Industry days) involving nanotechnology startups, energy providers and high-tech SMEs, to favour exchange and synergy towards the identification of innovative potential technology transfer. ESiM will use public talks, scientific workshops, and scientific publications to reach the broadest possible audience.	scanning tunneling microscopy, surface science, single molecule actuator (rotor, switch), molecular synthesis, energy storage	TECHNISCHE UNIVERSITAET DRESDEN	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS, AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS, LEIBNIZ-INSTITUT FUR POLYMERFORSCHUNG DRESDEN EV, RIJKSUNIVERSITEIT GRONINGEN	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046364/program/43108390/details	
Intracellular Carrier Against Resistant microOrganisms (ICARO) (ICARO)	Intracellular pathogens and viruses elicit immune responses by presenting their antigens to T cells. At the same time, they have evolved immune evasion mechanisms which essentially reduce the antigenic repertoire that is presented to the immune system. To overcome this problem, the EIC-funded ICARO project proposes to use silicon-based microchips that carry pathogen antigens and can be internalised by immune cells to aid antigen presentation. These biochips are retained within cells for a long time and will provide the foundation for a novel vaccination strategy that can boost specific and long-lasting T cell responses. The consortium aims to develop standardized methods for ICARO manufacturing and functionalisation to be easily applicable to different pathogens, thus accelerating the generation of new vaccines in the future	MEMS, vaccines, CD8, intracellular pathogens,	ARRAYS-FOR-CELL NANODEVICES SL	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS, INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM, CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046927/program/43108390/details	
A multiplexed biomimetic imaging platform for assessing single cell plasticity (Plastomics) and scoring of tumour malignancy (PLAST_CELL)	Metastasis is the major cause of death in cancer patients due to cancer cell dissemination to distant organs. Cell plasticity is a core characteristic of metastatic cells and confers cellular adaptation capabilities to variable mechano-chemical tissue microenvironments. However, to date, specific quantitative measures of cancer cell plasticity associated with tumour aggressiveness and therapy resistance have remained difficult to establish. A major limitation is the availability of highthroughput multiplexed assays that can capture phenotypic heterogeneity and morphodynamic plasticity at the single cell level in standardized 3D culture conditions reflecting in vivo tissue microenvironments. The PLAST_CELL interdisciplinary consortium will pioneer the development of a microfluidics-based imaging platform to categorize and score cancer cell plasticity within diverse physiologically relevant 3D biomimetic culture conditions. The platform will enable to perform single cell multi-scale morphometric and molecular live cell data collection (PLAST_DATA) with minimal sample size (<10k cells). Data will be generated based on single molecule-sensitivity marker detection and cellular/subcellular morphodynamic feature recognition via minimal-invasive long-term super-resolution microscopy and parallel morphodynamic imaging of cellular behaviour. Computational integration of PLAST_DATA using preclinical models and patient samples will enable to develop a quantitative classification of tumour cell plasticity and predictive scoring of cancer aggressiveness, metastasis and drug resistance (PLAST_SCORE). The ability to assess cell plasticity based on cellular behaviours is beyond current clinical parameters and will strongly impact diagnosis, prognosis and treatments. The PLAST_CELL platform will be a technology breakthrough to establish new quantitative standards to evaluate cell plasticity and mechanisms of tumour malignancy for a new era of basic research and personalized medicine.	cell plasticity, cancer stem cells, tumor heterogeneity, cellular morphodynamics, cytoskeleton, biomimetic cultures, microfluidics, single molecule imaging, structured illumination microscopy	FUNDACIO CENTRE DE REGULACIO GENOMICA	FUNDACIO INSTITUT HOSPITAL DEL MAR D INVESTIGACIONS MEDIQUES, FUNDACIO INSTITUT DE CIENCIES FOTONIQUES, EUROPEAN MOLECULAR BIOLOGY LABORATORY, CHERRY BIOTECH	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101046620/program/43108390/details	
Smart 4D biodegradable metallic shape-shifting implants for dynamic tissue restoration (BIOMET4D)	Reconstructive surgeries frequently require multiple, often complex, procedures at high social and economic costs. A shape-morphing implant that can be implanted using less invasive procedures and that then undergoes predesigned shape changes, leading to tissue expansion and allowing for complete degradation coupled with tissue regeneration, is a radically new treatment concept. BIOMET4D aims to create a new generation of shape-shifting and load-bearing implants for dynamic tissue restoration and to introduce a revolutionary paradigm in how actuators can be implemented in biomedicine. Science-towards-technology breakthroughs will be demonstrated with new shape-morphing metamaterials, 4D smart metallic actuators, advanced multi-domain optimization tools, and finally proof-of-concept for two potential clinical applications. Technologically, this vision also goes beyond existing paradigms because of the step-by-step actuation mechanisms, enabled through the additive manufacturing of multi-material degradable metallic structures, that are targeted for an order of magnitude improvement compared to the state-of-the-art. A futuristic long-term vision of this breakthrough technology is to dynamically regenerate entire tissues, such as a nose or an ear, and proof-of-concept will be demonstrated for craniosynostosis treatment and skin expansion. This long-term vision can only be achieved through an interdisciplinary approach and will likely have high social and economic impact as well as provide a new line of research for applications of smart metamaterials in medicine and engineering.	Metamorphic lattices, 4D printing, biodegradable metals, craniosynostosis, skin expansion, computational modeling, multi-domain optimization, actuators, powder bed laser fusion, animal models	FUNDACION IMDEA MATERIALES	UNIVERSIDAD POLITECNICA DE MADRID, AEROSINT SA, MEOTEC GMBH, KLINIKUM DER UNIVERSITAET ZU KOELN, NATIONAL UNIVERSITY OF IRELAND GALWAY, FUNDACION PARA LA INVESTIGACION BIOMEDICA DEL HOSPITAL GREGORIO MARANON	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101047008/program/43108390/details	
Providing operational economic appraisal methods and practices for informed decision-making in climate and environmental policies (PATTERN)	The PATTERN project’s general objective is to improve practitioners’ capacity for decision making on climate and environmental policies, by developing an interactive online platform for the economic appraisal of policies and measures. To reach this general objective, the project will develop an operational integrated economic appraisal approach (WP3 and 4), deliver guidelines to bridge ex-post and ex-ante analyses (WP1), build and demonstrate an effective participatory process to create 5 Theories of Change (WP2), build a European Community of Practice for climate and environmental policymaking (WP6), and create a One-Stop-Shop for all policy and decision makers to access and use the project results easily. PATTERN will thus provide decision-makers, stakeholders, and the public with more realistic and operational ability to systematically assess their policies and their consequences. It will provide a basis for improving (i) methodologies, techniques and models for conducting economic appraisal of climate and environmental policies (ii) the broader policy evaluation framework and practices currently used in European countries and their regions and (iii) tailored analysis and engagement strategies structures for the participation and co-creation with relevant stakeholders and key actors to enhance operational capacities and improve the impact of European policies on climate and environment. Overall, results obtained from in-depth ex-post and ex-ante analysis of the PATTERN’s 5 case studies will bring new evidence on the effectiveness of various types of regulatory strategies, instruments and approaches for climate and environmental policies and insights for the design and evaluation of the implementation of major European policies.	climate change, biodiversity, policy-making, decision-making, operational tools, methods, models, social sciences and humanities	UNIVERSIDAD COMPLUTENSE DE MADRID	VLAAMSE INSTELLING VOOR TECHNOLOGISCH ONDERZOEK N.V., UNIVERSITA DEGLI STUDI DI TORINO, UNIVERSITEIT ANTWERPEN, NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU, LAPPEENRANNAN-LAHDEN TEKNILLINEN YLIOPISTO LUT, MINISTERIE VAN ECONOMISCHE ZAKEN EN KLIMAAT, TRONDELAG FYLKESKOMMUNE, VLAAMSE LANDMAATSCHAPPIJ, LAPPEENRANNAN KAUPUNKI, EUROQUALITY SAS, ISMERI EUROPA	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101056734/program/43108390/details	
Novel Opaque Scintillator Technology for Nuclear Industry Imaging based on Anti-Matter Detection (AntiMatter-OTech)	We propose to deliver a novel technology for the nuclear industry to open the possibility of direct monitoring of nuclear reactions inside nuclear power plant cores. The new technology centres on a radically-new and totally counter-intuitive approach to radiation detection that has arisen from neutrino physics research. As of today, direct and rapid in-situ measurement of nuclear reactor fission activity is not possible. Our technology is expected to make this possible by using the copious neutrinos that stream out of nuclear reactors. Achieving this leap relies on the paradigm shifting nature of our approach. Detection of radiation makes extensive use of light emitting materials known as scintillators. These are nearly always transparent, to allow the light to be seen and measured. Our radically-new approach is to use an opaque scintillator, coupled with a lattice of optical fibres to extract the light. This technique naturally provides high-resolution imaging of anti-matter annihilation plus many other types of radiation (e.g. betas, gammas, neutrons), improving the signal to noise ratio of anti-neutrino detection by a factor >10x. Consequently, our technology would be able to tolerate the high background environment close to a reactor. The civil nuclear industry will benefit in a range of ways from safety and societal reassurance to operational efficiencies with a direct economic return. Our technology will also be able to provide remote monitoring and information on any nuclear processes that emit neutrinos, opening many potential new markets. Examples include spent nuclear fuel containers, fuel pools and waste disposal sites as well as nuclear warheads and fusion reactors such as ITER. Our inter-disciplinary consortium pulls together experts from mechanical and electronics engineering, nuclear and particle physics, chemistry and computing with our major industrial partner in the civil nuclear energy industry to make this radical new technology a reality.	Neutrinos ; Detection ; Nuclear Industry ; Reactor ; LiquidO	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS	CENTRO DE INVESTIGACIONES ENERGETICAS, MEDIOAMBIENTALES Y TECNOLOGICAS-CIEMAT, ELECTRICITE DE FRANCE, JOHANNES GUTENBERG-UNIVERSITAT MAINZ	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/how-to-participate/org-details/999999999/project/101047028/program/43108390/details	
